"psu","n","new_ID","governorate","district","name","label"
"2106014",1,"cluster_location_id_0267","al-anbar","haditha","Haqlaniyah-Al shuhadaa","0267 (Haqlaniyah-Al shuhadaa)"
"2106017",1,"cluster_location_id_0268","al-anbar","haditha","Hay Al Haqlaniyah Qadim","0268 (Hay Al Haqlaniyah Qadim)"
"2106020",1,"cluster_location_id_0269","al-anbar","haditha","Hay Al Rifay","0269 (Hay Al Rifay)"
"2106022",1,"cluster_location_id_0270","al-anbar","haditha","Hay Al Salam","0270 (Hay Al Salam)"
"2106023",1,"cluster_location_id_0271","al-anbar","haditha","Hay Al Saray","0271 (Hay Al Saray)"
"2106028",1,"cluster_location_id_0272","al-anbar","haditha","Hay Al Yarmuk","0272 (Hay Al Yarmuk)"
"2106037",1,"cluster_location_id_0273","al-anbar","haditha","Hay Al-shikh Al Hadid","0273 (Hay Al-shikh Al Hadid)"
"2106038",1,"cluster_location_id_0274","al-anbar","haditha","Hay Al-Subhani","0274 (Hay Al-Subhani)"
"2106039",1,"cluster_location_id_0275","al-anbar","haditha","Hay Al-Thamaniya","0275 (Hay Al-Thamaniya)"
"2106043",1,"cluster_location_id_0276","al-anbar","haditha","Hay Ibn Bittar","0276 (Hay Ibn Bittar)"
"2107001",1,"cluster_location_id_0277","al-anbar","heet","Abu Tibban","0277 (Abu Tibban)"
"2107013",2,"cluster_location_id_0278","al-anbar","heet","Al Muhamdee","0278 (Al Muhamdee)"
"2107018",1,"cluster_location_id_0279","al-anbar","heet","Al Shuqaq","0279 (Al Shuqaq)"
"2107026",1,"cluster_location_id_0280","al-anbar","heet","Al-Khaldiyah","0280 (Al-Khaldiyah)"
"2107030",1,"cluster_location_id_0281","al-anbar","heet","Al-Mujama Al-Sakani","0281 (Al-Mujama Al-Sakani)"
"2107031",2,"cluster_location_id_0282","al-anbar","heet","Al-Qalqalah","0282 (Al-Qalqalah)"
"2107036",1,"cluster_location_id_0283","al-anbar","heet","Al-Ummal","0283 (Al-Ummal)"
"2107040",1,"cluster_location_id_0284","al-anbar","heet","Basair","0284 (Basair)"
"2107041",1,"cluster_location_id_0285","al-anbar","heet","Binan","0285 (Binan)"
"2107043",1,"cluster_location_id_0286","al-anbar","heet","Hay Al Farouq","0286 (Hay Al Farouq)"
"2107045",1,"cluster_location_id_0287","al-anbar","heet","Hay al Jury","0287 (Hay al Jury)"
"2107051",1,"cluster_location_id_0288","al-anbar","heet","Hay Al-Etfaa","0288 (Hay Al-Etfaa)"
"2107054",1,"cluster_location_id_0289","al-anbar","heet","Hay Al-jamyah 2","0289 (Hay Al-jamyah 2)"
"2107061",1,"cluster_location_id_0290","al-anbar","heet","Hay Al-Zuhoor","0290 (Hay Al-Zuhoor)"
"2107064",1,"cluster_location_id_0291","al-anbar","heet","Kapisah-Hay Al-Sinay","0291 (Kapisah-Hay Al-Sinay)"
"2107067",1,"cluster_location_id_0292","al-anbar","heet","Mualmeen","0292 (Mualmeen)"
"2107076",1,"cluster_location_id_0293","al-anbar","heet","Zakhikhah","0293 (Zakhikhah)"
"2107082",1,"cluster_location_id_0294","al-anbar","heet","Hay Al-Khudhir","0294 (Hay Al-Khudhir)"
"2108001",2,"cluster_location_id_0295","al-anbar","al.ramadi","5 Kilo","0295 (5 Kilo)"
"2108005",1,"cluster_location_id_0296","al-anbar","al.ramadi","7 Killo-al-mojamaa al-sakany","0296 (7 Killo-al-mojamaa al-sakany)"
"2108006",1,"cluster_location_id_0297","al-anbar","al.ramadi","Abu Fless","0297 (Abu Fless)"
"2108007",1,"cluster_location_id_0298","al-anbar","al.ramadi","Al Khulafaa","0298 (Al Khulafaa)"
"2108008",1,"cluster_location_id_0299","al-anbar","al.ramadi","Al Rimilah","0299 (Al Rimilah)"
"2108011",1,"cluster_location_id_0300","al-anbar","al.ramadi","Al Sofeya","0300 (Al Sofeya)"
"2108012",1,"cluster_location_id_0301","al-anbar","al.ramadi","Al Soora","0301 (Al Soora)"
"2108013",1,"cluster_location_id_0302","al-anbar","al.ramadi","Al Urobah","0302 (Al Urobah)"
"2108017",1,"cluster_location_id_0303","al-anbar","al.ramadi","Al-Jeraishi","0303 (Al-Jeraishi)"
"2108018",1,"cluster_location_id_0304","al-anbar","al.falluja","Al-Kully Kom Complex","0304 (Al-Kully Kom Complex)"
"2108020",1,"cluster_location_id_0305","al-anbar","al.ramadi","Al-Shuhadaa","0305 (Al-Shuhadaa)"
"2108024",1,"cluster_location_id_0306","al-anbar","al.ramadi","Hay Al-Salam","0306 (Hay Al-Salam)"
"2108027",1,"cluster_location_id_0307","al-anbar","al.ramadi","Qadisiya-1","0307 (Qadisiya-1)"
"2108030",1,"cluster_location_id_0308","al-anbar","al.ramadi","Warar","0308 (Warar)"
"2108036",1,"cluster_location_id_0309","al-anbar","al.ramadi","Al Azeziya","0309 (Al Azeziya)"
"2108037",1,"cluster_location_id_0310","al-anbar","al.ramadi","Al Katanah","0310 (Al Katanah)"
"2108038",1,"cluster_location_id_0311","al-anbar","al.ramadi","Al-Shareka","0311 (Al-Shareka)"
"2108045",1,"cluster_location_id_0312","al-anbar","al.ramadi","Zankura","0312 (Zankura)"
"2108046",1,"cluster_location_id_0313","al-anbar","al.ramadi","The modern village","0313 (The modern village)"
"2108050",1,"cluster_location_id_0314","al-anbar","al.ramadi","Jubiyah","0314 (Jubiyah)"
"2108051",1,"cluster_location_id_0315","al-anbar","al.ramadi","Al Jamiyah","0315 (Al Jamiyah)"
"2108052",1,"cluster_location_id_0316","al-anbar","al.ramadi","Albu Alwan","0316 (Albu Alwan)"
"2108058",1,"cluster_location_id_0317","al-anbar","al.ramadi","Al Ziraa","0317 (Al Ziraa)"
"2108059",1,"cluster_location_id_0318","al-anbar","al.ramadi","Hay 30 Tamooz","0318 (Hay 30 Tamooz)"
"2108067",1,"cluster_location_id_0319","al-anbar","al.ramadi","Albo-Bali","0319 (Albo-Bali)"
"2202004",1,"cluster_location_id_0320","babil","al.mussyab","Al Ghadeer 2","0320 (Al Ghadeer 2)"
"2202017",1,"cluster_location_id_0321","baghdad","al.mahmoudiya","Al-Jazirah-Al Eskandariya","0321 (Al-Jazirah-Al Eskandariya)"
"2202024",1,"cluster_location_id_0322","babil","al.mussyab","Hay Aday-Al Eskandariya","0322 (Hay Aday-Al Eskandariya)"
"2202025",1,"cluster_location_id_0323","babil","al.mussyab","Hay Al Amer","0323 (Hay Al Amer)"
"2202026",1,"cluster_location_id_0324","babil","al.mussyab","Hay Al Ataba","0324 (Hay Al Ataba)"
"2202031",1,"cluster_location_id_0325","babil","al.mussyab","Hay Al Moatnen 3","0325 (Hay Al Moatnen 3)"
"2202036",1,"cluster_location_id_0326","babil","al.mussyab","Hay Alaskarey","0326 (Hay Alaskarey)"
"2202037",1,"cluster_location_id_0327","babil","al.mussyab","Hay Alaskary-AlThaghet","0327 (Hay Alaskary-AlThaghet)"
"2202039",1,"cluster_location_id_0328","babil","al.mussyab","Hay Al-Jamhoreiah","0328 (Hay Al-Jamhoreiah)"
"2202043",1,"cluster_location_id_0329","babil","al.mussyab","Hay Al-Mustafa","0329 (Hay Al-Mustafa)"
"2202045",1,"cluster_location_id_0330","babil","al.mussyab","Hay Al-Rafedain","0330 (Hay Al-Rafedain)"
"2202050",1,"cluster_location_id_0331","babil","al.mussyab","Hur Husaein","0331 (Hur Husaein)"
"2202063",1,"cluster_location_id_0332","babil","al.mussyab","Hay Al Ghadeer 3","0332 (Hay Al Ghadeer 3)"
"2202064",1,"cluster_location_id_0333","babil","al.mussyab","Hay Al Ghadeer 1","0333 (Hay Al Ghadeer 1)"
"2204015",1,"cluster_location_id_0334","babil","al.hilla","Abu Khastawi","0334 (Abu Khastawi)"
"2204016",1,"cluster_location_id_0335","babil","al.hilla","Al Abodiya","0335 (Al Abodiya)"
"2204021",1,"cluster_location_id_0336","babil","al.hilla","Al Bakraly-3","0336 (Al Bakraly-3)"
"2204022",1,"cluster_location_id_0337","babil","al.hilla","Al Baqer","0337 (Al Baqer)"
"2204038",1,"cluster_location_id_0338","babil","al.hilla","Al Jazrah-Siha","0338 (Al Jazrah-Siha)"
"2204135",1,"cluster_location_id_0339","babil","al.hilla","Kureteah","0339 (Kureteah)"
"2204143",2,"cluster_location_id_0340","babil","al.hilla","Qas Sowelem-Compound","0340 (Qas Sowelem-Compound)"
"2301002",1,"cluster_location_id_0341","baghdad","al.kadhmiyah","1 Huzairan","0341 (1 Huzairan)"
"2301003",1,"cluster_location_id_0342","baghdad","al.kadhmiyah","Abo Moniaser","0342 (Abo Moniaser)"
"2301043",1,"cluster_location_id_0343","baghdad","al.kadhmiyah","Hay-Busatan","0343 (Hay-Busatan)"
"2301048",1,"cluster_location_id_0344","baghdad","al.kadhmiyah","Khernabat-South","0344 (Khernabat-South)"
"2301057",1,"cluster_location_id_0345","baghdad","al.kadhmiyah","Al Thaniya","0345 (Al Thaniya)"
"2301064",1,"cluster_location_id_0346","baghdad","al.mahmoudiya","Al Mahasna village ","0346 (Al Mahasna village )"
"2301065",1,"cluster_location_id_0347","baghdad","al.kadhmiyah","Yassen Al Mutlk village","0347 (Yassen Al Mutlk village)"
"2301068",1,"cluster_location_id_0348","baghdad","al.mahmoudiya","Al shaneter village","0348 (Al shaneter village)"
"2301070",1,"cluster_location_id_0349","baghdad","al.kadhmiyah","Al Zaidan-Al Sadan village","0349 (Al Zaidan-Al Sadan village)"
"2301073",1,"cluster_location_id_0350","baghdad","al.kadhmiyah","Shuhada Markza-Shuhadda the first","0350 (Shuhada Markza-Shuhadda the first)"
"2301074",1,"cluster_location_id_0351","baghdad","al.kadhmiyah","Shuhada Markza-Shuhdda the second","0351 (Shuhada Markza-Shuhdda the second)"
"2301076",1,"cluster_location_id_0352","baghdad","al.kadhmiyah","Al Heetaween village","0352 (Al Heetaween village)"
"2301080",1,"cluster_location_id_0353","baghdad","al.kadhmiyah","Al Masara village","0353 (Al Masara village)"
"2301081",1,"cluster_location_id_0354","baghdad","al.kadhmiyah","Al Fallujieen village ","0354 (Al Fallujieen village )"
"2301084",1,"cluster_location_id_0355","baghdad","al.kadhmiyah","Al Hawijar village ","0355 (Al Hawijar village )"
"2301086",1,"cluster_location_id_0356","baghdad","al.mahmoudiya","Al Kroash village","0356 (Al Kroash village)"
"2301088",1,"cluster_location_id_0357","baghdad","al.kadhmiyah","Al Sheiti village","0357 (Al Sheiti village)"
"2301089",1,"cluster_location_id_0358","baghdad","al.kadhmiyah","Al Zawaba village","0358 (Al Zawaba village)"
"2301091",1,"cluster_location_id_0359","baghdad","al.kadhmiyah","Majad Al Draa village","0359 (Majad Al Draa village)"
"2301094",1,"cluster_location_id_0360","baghdad","al.kadhmiyah","Al Kabaeshat village","0360 (Al Kabaeshat village)"
"2302005",1,"cluster_location_id_0361","baghdad","al.adhamiya","Adhamia-312","0361 (Adhamia-312)"
"2302006",1,"cluster_location_id_0362","baghdad","al.adhamiya","Adhamia-314","0362 (Adhamia-314)"
"2302007",2,"cluster_location_id_0363","baghdad","al.adhamiya","Adhamiya-310","0363 (Adhamiya-310)"
"2302018",1,"cluster_location_id_0364","baghdad","al.adhamiya","Al Hussainiya-202","0364 (Al Hussainiya-202)"
"2302040",1,"cluster_location_id_0365","baghdad","al.adhamiya","Al Maghreb-302","0365 (Al Maghreb-302)"
"2302062",1,"cluster_location_id_0366","baghdad","al.adhamiya","Al Shamasiyah-320","0366 (Al Shamasiyah-320)"
"2302063",1,"cluster_location_id_0367","baghdad","al.adhamiya","Al Shamasiyah-316","0367 (Al Shamasiyah-316)"
"2302078",1,"cluster_location_id_0368","baghdad","al.adhamiya","Bob Al Sham-388","0368 (Bob Al Sham-388)"
"2302083",1,"cluster_location_id_0369","baghdad","al.adhamiya","Hay Al Rabee-340","0369 (Hay Al Rabee-340)"
"2302099",1,"cluster_location_id_0370","baghdad","al.adhamiya","Tunis-330","0370 (Tunis-330)"
"2302104",1,"cluster_location_id_0371","baghdad","al.kadhmiyah","Al Darnaj village","0371 (Al Darnaj village)"
"2302115",1,"cluster_location_id_0372","baghdad","al.kadhmiyah","Hay Al Rabee-336","0372 (Hay Al Rabee-336)"
"2305017",1,"cluster_location_id_0373","baghdad","al.risafa","Al baladiyat-728","0373 (Al baladiyat-728)"
"2305018",1,"cluster_location_id_0374","baghdad","al.risafa","Al baladiyat-730","0374 (Al baladiyat-730)"
"2305035",1,"cluster_location_id_0375","baghdad","al.risafa","Baghdad Al Jadidia-725","0375 (Baghdad Al Jadidia-725)"
"2305036",1,"cluster_location_id_0376","baghdad","al.risafa","Baghdad Al Jadidia-727","0376 (Baghdad Al Jadidia-727)"
"2305039",1,"cluster_location_id_0377","baghdad","al.adhamiya","Al Jumhoriyah 111","0377 (Al Jumhoriyah 111)"
"2305044",1,"cluster_location_id_0378","baghdad","al.risafa","Al Kamaliya-759","0378 (Al Kamaliya-759)"
"2305056",1,"cluster_location_id_0379","baghdad","al.risafa","Al Mashtal-733","0379 (Al Mashtal-733)"
"2305073",1,"cluster_location_id_0380","baghdad","al.risafa","Al Saadon-101","0380 (Al Saadon-101)"
"2305078",1,"cluster_location_id_0381","baghdad","al.risafa","Al Sindabad-979","0381 (Al Sindabad-979)"
"2305093",1,"cluster_location_id_0382","baghdad","al.risafa","Al Zaafaranyah-953","0382 (Al Zaafaranyah-953)"
"2305096",1,"cluster_location_id_0383","baghdad","al.risafa","Al Zaafaranyah-961","0383 (Al Zaafaranyah-961)"
"2305101",1,"cluster_location_id_0384","baghdad","al.risafa","Al Ameen-737","0384 (Al Ameen-737)"
"2305121",1,"cluster_location_id_0385","baghdad","al.risafa","Hay Sumer-706","0385 (Hay Sumer-706)"
"2306015",1,"cluster_location_id_0386","baghdad","al.kadhmiyah","Al Hurriyah-428","0386 (Al Hurriyah-428)"
"2306016",1,"cluster_location_id_0387","baghdad","al.kadhmiyah","Al Hurriyah-432","0387 (Al Hurriyah-432)"
"2306063",1,"cluster_location_id_0388","baghdad","al.kadhmiyah","Sabea Al Buor-14000","0388 (Sabea Al Buor-14000)"
"2306064",1,"cluster_location_id_0389","baghdad","al.kadhmiyah","Sabea Al Buor-15000","0389 (Sabea Al Buor-15000)"
"2306096",1,"cluster_location_id_0390","baghdad","al.kadhmiyah","Shoala-458","0390 (Shoala-458)"
"2306104",1,"cluster_location_id_0391","baghdad","al.kadhmiyah","Jakook-440","0391 (Jakook-440)"
"2306106",1,"cluster_location_id_0392","baghdad","al.kadhmiyah","Al Ahnaf-Al Rakia Fadel village","0392 (Al Ahnaf-Al Rakia Fadel village)"
"2307010",1,"cluster_location_id_0393","baghdad","al.karkh","Al Forat-893","0393 (Al Forat-893)"
"2307018",1,"cluster_location_id_0394","baghdad","al.karkh","Al Ghazaliya-681","0394 (Al Ghazaliya-681)"
"2307025",1,"cluster_location_id_0395","baghdad","al.karkh","Al Iskan(Al Masfi)-822","0395 (Al Iskan(Al Masfi)-822)"
"2307027",1,"cluster_location_id_0396","baghdad","al.karkh","Al Jameah-627","0396 (Al Jameah-627)"
"2307028",1,"cluster_location_id_0397","baghdad","al.karkh","Al Jameah-631","0397 (Al Jameah-631)"
"2307030",1,"cluster_location_id_0398","baghdad","al.karkh","Al Jameah-635","0398 (Al Jameah-635)"
"2307031",1,"cluster_location_id_0399","baghdad","al.karkh","Al Jamhoriyah(Al Masfi)-838","0399 (Al Jamhoriyah(Al Masfi)-838)"
"2307033",1,"cluster_location_id_0400","baghdad","al.karkh","Al Jazaer-818","0400 (Al Jazaer-818)"
"2307034",1,"cluster_location_id_0401","baghdad","al.karkh","Al Jazaer-820","0401 (Al Jazaer-820)"
"2307064",1,"cluster_location_id_0402","baghdad","al.karkh","Al Wadi(Al Masfi)-824","0402 (Al Wadi(Al Masfi)-824)"
"2307067",1,"cluster_location_id_0403","baghdad","al.karkh","Al Yarmouk-608","0403 (Al Yarmouk-608)"
"2307073",1,"cluster_location_id_0404","baghdad","al.karkh","Albo_Aitha","0404 (Albo_Aitha)"
"2307093",1,"cluster_location_id_0405","baghdad","al.mahmoudiya","Al Radwania","0405 (Al Radwania)"
"2307099",1,"cluster_location_id_0406","baghdad","al.karkh","Al Amerya-636","0406 (Al Amerya-636)"
"2307100",1,"cluster_location_id_0407","baghdad","al.karkh","Al Amerya-638","0407 (Al Amerya-638)"
"2307124",2,"cluster_location_id_0408","baghdad","al.risafa","Al Karkh-212","0408 (Al Karkh-212)"
"2307155",1,"cluster_location_id_0409","baghdad","al.karkh","Sheikh Maaroof-214","0409 (Sheikh Maaroof-214)"
"2309001",2,"cluster_location_id_0410","baghdad","al.mahmoudiya","14 Tamooz","0410 (14 Tamooz)"
"2309005",2,"cluster_location_id_0411","baghdad","al.mahmoudiya","Al Latefia-Al Qadessia","0411 (Al Latefia-Al Qadessia)"
"2309006",1,"cluster_location_id_0412","baghdad","al.mahmoudiya","Al Latefia-Al Salam","0412 (Al Latefia-Al Salam)"
"2309007",1,"cluster_location_id_0413","baghdad","al.mahmoudiya","Hay Al-Askary","0413 (Hay Al-Askary)"
"2309008",1,"cluster_location_id_0414","baghdad","al.mahmoudiya","Kilo 18","0414 (Kilo 18)"
"2309009",1,"cluster_location_id_0415","baghdad","al.mahmoudiya","Kilo 25","0415 (Kilo 25)"
"2309027",2,"cluster_location_id_0416","baghdad","al.mahmoudiya","Hay Al Mazraa","0416 (Hay Al Mazraa)"
"2309030",1,"cluster_location_id_0417","baghdad","al.mahmoudiya","Hay Al Zuhoor","0417 (Hay Al Zuhoor)"
"2309060",1,"cluster_location_id_0418","baghdad","al.mahmoudiya","Faheel Am Al Jaeer village ","0418 (Faheel Am Al Jaeer village )"
"2309068",1,"cluster_location_id_0419","baghdad","al.mahmoudiya","Hay Al Shuhada(Al kragolyia)","0419 (Hay Al Shuhada(Al kragolyia))"
"2309069",1,"cluster_location_id_0420","baghdad","al.mahmoudiya","Al bu Khdear village ","0420 (Al bu Khdear village )"
"2309081",1,"cluster_location_id_0421","baghdad","al.mahmoudiya","The Al-Haraj villag","0421 (The Al-Haraj villag)"
"2309083",1,"cluster_location_id_0422","baghdad","al.mahmoudiya","Al Muaghith village-(Al Jomblatiya Southern)","0422 (Al Muaghith village-(Al Jomblatiya Southern))"
"2309084",1,"cluster_location_id_0423","baghdad","al.mahmoudiya","Al Mustafa village-(Al Jomblatiya Southern)","0423 (Al Mustafa village-(Al Jomblatiya Southern))"
"2309089",1,"cluster_location_id_0424","baghdad","al.mahmoudiya","Al Azez Al Ghaffar-(Al Jomblatiya Southern)","0424 (Al Azez Al Ghaffar-(Al Jomblatiya Southern))"
"2309090",1,"cluster_location_id_0425","babil","al.mussyab","Al Moammen Billah-(Al Jomblatiya Southern)","0425 (Al Moammen Billah-(Al Jomblatiya Southern))"
"2309092",1,"cluster_location_id_0426","baghdad","al.mahmoudiya","Al Imam Ali village-(Al Jomblatiya Southern)","0426 (Al Imam Ali village-(Al Jomblatiya Southern))"
"2309094",1,"cluster_location_id_0427","babil","al.mussyab","Al Motokal village-(Al Jomblatiya Northern)","0427 (Al Motokal village-(Al Jomblatiya Northern))"
"2309095",1,"cluster_location_id_0428","babil","al.mussyab","Al Abraar village-(Al Jomblatiya Northern)","0428 (Al Abraar village-(Al Jomblatiya Northern))"
"2309100",1,"cluster_location_id_0429","baghdad","al.mahmoudiya","Albu Moufarrej Village","0429 (Albu Moufarrej Village)"
"2309102",1,"cluster_location_id_0430","baghdad","al.mahmoudiya","Killo-5","0430 (Killo-5)"
"2310005",1,"cluster_location_id_0431","baghdad","al.kadhmiyah","Al Rawad","0431 (Al Rawad)"
"2310006",1,"cluster_location_id_0432","baghdad","al.kadhmiyah","Al Tarmiya Center","0432 (Al Tarmiya Center)"
"2310009",1,"cluster_location_id_0433","baghdad","al.kadhmiyah","Hai Al Hukem Al Mahali","0433 (Hai Al Hukem Al Mahali)"
"2310015",1,"cluster_location_id_0434","baghdad","al.kadhmiyah","Hai Al Wehda","0434 (Hai Al Wehda)"
"2310016",1,"cluster_location_id_0435","baghdad","al.kadhmiyah","Hamadi Al Khalil Village","0435 (Hamadi Al Khalil Village)"
"2310018",1,"cluster_location_id_0436","baghdad","al.kadhmiyah","Nadeem-2 Village","0436 (Nadeem-2 Village)"
"2310026",1,"cluster_location_id_0437","baghdad","al.kadhmiyah","13 Al Dhabat-Albo Abdo village","0437 (13 Al Dhabat-Albo Abdo village)"
"2310029",1,"cluster_location_id_0438","baghdad","al.kadhmiyah","13 Al Dhabat-Dawad Al Hasan","0438 (13 Al Dhabat-Dawad Al Hasan)"
"2310032",1,"cluster_location_id_0439","baghdad","al.kadhmiyah","7 Mijman-Al Wisan village","0439 (7 Mijman-Al Wisan village)"
"2401004",1,"cluster_location_id_0440","diyala","al.khalis","Al Ghalbiya","0440 (Al Ghalbiya)"
"2401019",1,"cluster_location_id_0441","diyala","al.khalis","Al-Makareen Village","0441 (Al-Makareen Village)"
"2401023",1,"cluster_location_id_0442","diyala","al.khalis","Arab Hafedh Village","0442 (Arab Hafedh Village)"
"2401027",1,"cluster_location_id_0443","diyala","al.khalis","Dalli Abass-Al-Shuhada Qtr","0443 (Dalli Abass-Al-Shuhada Qtr)"
"2401029",2,"cluster_location_id_0444","diyala","al.khalis","Dawod Al-Salom village","0444 (Dawod Al-Salom village)"
"2401032",1,"cluster_location_id_0445","diyala","al.khalis","Markaz Hibhib","0445 (Markaz Hibhib)"
"2401040",1,"cluster_location_id_0446","diyala","al.khalis","Hibhib-Al Shohadaa Qtr","0446 (Hibhib-Al Shohadaa Qtr)"
"2401041",1,"cluster_location_id_0447","diyala","al.khalis","Hibhib-Al Yarmook Qtr","0447 (Hibhib-Al Yarmook Qtr)"
"2401043",1,"cluster_location_id_0448","diyala","al.khalis","Jadidat Al Shat village","0448 (Jadidat Al Shat village)"
"2401048",1,"cluster_location_id_0449","diyala","al.khalis","Al Aqssa Village","0449 (Al Aqssa Village)"
"2401058",1,"cluster_location_id_0450","diyala","al.khalis","Habib Al Khaizaran Village","0450 (Habib Al Khaizaran Village)"
"2401061",1,"cluster_location_id_0451","diyala","al.khalis","Dalli Abass-Al-Dhobat Qtr","0451 (Dalli Abass-Al-Dhobat Qtr)"
"2401065",1,"cluster_location_id_0452","diyala","al.khalis","Dalli Abass-Al Shekh Hassan Qtr","0452 (Dalli Abass-Al Shekh Hassan Qtr)"
"2401069",1,"cluster_location_id_0453","diyala","al.khalis","Mohammed Taha Village","0453 (Mohammed Taha Village)"
"2401070",1,"cluster_location_id_0454","diyala","al.khalis","Najim Al Abdulla Village","0454 (Najim Al Abdulla Village)"
"2401078",1,"cluster_location_id_0455","diyala","al.khalis","Al Kholafa Village","0455 (Al Kholafa Village)"
"2401097",1,"cluster_location_id_0456","diyala","al.khalis","Jdhaif Village","0456 (Jdhaif Village)"
"2401107",1,"cluster_location_id_0457","diyala","al.khalis","Mansouriyat Al Gabal","0457 (Mansouriyat Al Gabal)"
"2401126",1,"cluster_location_id_0458","diyala","al.khalis","Albo Hnayhen Village","0458 (Albo Hnayhen Village)"
"2402006",1,"cluster_location_id_0459","diyala","al.muqdadiya","Al Aali Village","0459 (Al Aali Village)"
"2402009",1,"cluster_location_id_0460","diyala","al.muqdadiya","A Hammadi Village","0460 (A Hammadi Village)"
"2402012",1,"cluster_location_id_0461","diyala","al.muqdadiya","Al Lihayb Village","0461 (Al Lihayb Village)"
"2402013",1,"cluster_location_id_0462","diyala","al.muqdadiya","Al Mithaq Village","0462 (Al Mithaq Village)"
"2402015",1,"cluster_location_id_0463","diyala","al.muqdadiya","Al Sakhar Village","0463 (Al Sakhar Village)"
"2402016",1,"cluster_location_id_0464","diyala","al.khalis","Al Shekha Village","0464 (Al Shekha Village)"
"2402017",1,"cluster_location_id_0465","diyala","al.khalis","Al Sodoor","0465 (Al Sodoor)"
"2402018",1,"cluster_location_id_0466","diyala","al.muqdadiya","Al Somood Qtr","0466 (Al Somood Qtr)"
"2402020",1,"cluster_location_id_0467","diyala","al.muqdadiya","Al Tinaira Village","0467 (Al Tinaira Village)"
"2402021",1,"cluster_location_id_0468","diyala","al.muqdadiya","Al Oqood Village","0468 (Al Oqood Village)"
"2402025",1,"cluster_location_id_0469","diyala","al.muqdadiya","Hamada village","0469 (Hamada village)"
"2402027",1,"cluster_location_id_0470","diyala","al.muqdadiya","Al Mataar Qtr","0470 (Al Mataar Qtr)"
"2402032",1,"cluster_location_id_0471","diyala","al.muqdadiya","Imam Talib Village","0471 (Imam Talib Village)"
"2402039",1,"cluster_location_id_0472","diyala","al.muqdadiya","Shak Al Rak Village","0472 (Shak Al Rak Village)"
"2402045",1,"cluster_location_id_0473","diyala","al.khalis","Sodoor Al Ray","0473 (Sodoor Al Ray)"
"2402048",1,"cluster_location_id_0474","diyala","al.muqdadiya","Al Isaiwed Village","0474 (Al Isaiwed Village)"
"2402050",1,"cluster_location_id_0475","diyala","al.muqdadiya","Al Jazera Al Thanya village","0475 (Al Jazera Al Thanya village)"
"2403002",1,"cluster_location_id_0476","diyala","baquba","Al Dawasir Qtr","0476 (Al Dawasir Qtr)"
"2403004",1,"cluster_location_id_0477","diyala","baquba","Al Gatoon-Al Mujama Qtr","0477 (Al Gatoon-Al Mujama Qtr)"
"2403005",1,"cluster_location_id_0478","diyala","baquba","Al Gatoon-Al rahma","0478 (Al Gatoon-Al rahma)"
"2403006",1,"cluster_location_id_0479","diyala","baquba","Al Gatoon-Al Yarmook Qtr","0479 (Al Gatoon-Al Yarmook Qtr)"
"2403008",2,"cluster_location_id_0480","diyala","baquba","Al Mafraq","0480 (Al Mafraq)"
"2403010",1,"cluster_location_id_0481","diyala","baquba","Al Rasool Qtr","0481 (Al Rasool Qtr)"
"2403015",1,"cluster_location_id_0482","diyala","baquba","Al Tahreer","0482 (Al Tahreer)"
"2403031",1,"cluster_location_id_0483","diyala","baquba","Buhriz-Borgha Qtr","0483 (Buhriz-Borgha Qtr)"
"2403036",1,"cluster_location_id_0484","diyala","baquba","Al Intesar-1 Qtr","0484 (Al Intesar-1 Qtr)"
"2403040",1,"cluster_location_id_0485","diyala","baquba","Al-Mualimeen-Shahid wadah Qtr","0485 (Al-Mualimeen-Shahid wadah Qtr)"
"2403056",1,"cluster_location_id_0486","diyala","baquba","Kanbar Village","0486 (Kanbar Village)"
"2403062",1,"cluster_location_id_0487","diyala","baquba","Mohamed sakran","0487 (Mohamed sakran)"
"2405009",1,"cluster_location_id_0488","diyala","khanaqin","Ali Murad village","0488 (Ali Murad village)"
"2405020",1,"cluster_location_id_0489","diyala","khanaqin","Bakhtiari Qtr","0489 (Bakhtiari Qtr)"
"2405031",1,"cluster_location_id_0490","diyala","khanaqin","Imam Abass Qtr","0490 (Imam Abass Qtr)"
"2405034",1,"cluster_location_id_0491","diyala","kifri","Markaz Jabara","0491 (Markaz Jabara)"
"2405046",1,"cluster_location_id_0492","diyala","khanaqin","Mullah Aziz village","0492 (Mullah Aziz village)"
"2405050",1,"cluster_location_id_0493","diyala","khanaqin","Obara-2 Qtr","0493 (Obara-2 Qtr)"
"2405057",1,"cluster_location_id_0494","diyala","khanaqin","Salih Agha village","0494 (Salih Agha village)"
"2405068",1,"cluster_location_id_0495","diyala","khanaqin","Tula Frosh Qtr","0495 (Tula Frosh Qtr)"
"2405070",1,"cluster_location_id_0496","diyala","khanaqin","Zurab village","0496 (Zurab village)"
"2405090",1,"cluster_location_id_0497","diyala","khanaqin","Al Rabe Al Thaniya Qtr","0497 (Al Rabe Al Thaniya Qtr)"
"2405092",1,"cluster_location_id_0498","diyala","khanaqin","Al Taakhi Qtr","0498 (Al Taakhi Qtr)"
"2405101",1,"cluster_location_id_0499","diyala","khanaqin","Al Wehdaa Qtr","0499 (Al Wehdaa Qtr)"
